content	cause	id	name	x	y	plane	region_x	region_y	extra
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1803	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1803	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1804	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1804	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1805	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1805	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1806	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1806	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1807	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1807	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1808	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1808	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1809	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1809	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1810	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1810	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1811	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1811	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1812	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1812	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1813	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1813	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1814	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1814	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1815	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1815	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1816	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1816	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1817	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1817	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1818	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1818	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1819	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1819	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1820	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1820	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1821	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1821	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1822	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1822	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1823	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1823	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1824	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1824	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1825	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1825	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1826	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1826	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1827	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1827	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1828	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1828	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1829	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1829	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1830	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1830	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1831	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1831	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1832	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1832	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1833	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1833	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1834	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1834	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1835	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1835	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1836	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1836	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1837	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1837	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1838	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1838	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1839	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1839	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1840	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1840	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1841	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1841	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1842	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1842	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1843	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1843	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1844	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1844	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1845	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1845	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1846	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1846	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1847	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1847	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1848	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1848	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1849	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1849	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1850	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1850	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1851	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1851	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1852	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1852	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1853	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1853	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1854	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1854	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1855	5120	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1855	5121	0	28	80	source_plane=0
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5120	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5121	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5122	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5123	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5124	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5125	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5126	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5127	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5128	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5129	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5130	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5131	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5132	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5133	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5134	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5135	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5136	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5137	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5138	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5139	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5140	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5141	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5142	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5143	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5144	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5145	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5146	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5147	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5148	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5149	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5150	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5151	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5152	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5153	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5154	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5155	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5156	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5157	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5158	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5159	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5160	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5161	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5162	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5163	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5164	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5165	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5166	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5167	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5168	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5169	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5170	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5171	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5172	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5173	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5174	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5175	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5176	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5177	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5178	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5179	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5180	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5181	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5182	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1792	5183	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5120	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5121	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5122	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5123	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5124	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5125	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5126	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5127	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5128	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5129	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5130	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5131	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5132	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5133	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5134	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5135	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5136	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5137	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5138	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5139	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5140	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5141	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5142	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5143	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5144	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5145	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5146	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5147	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5148	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5149	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5150	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5151	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5152	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5153	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5154	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5155	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5156	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5157	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5158	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5159	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5160	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5161	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5162	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5163	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5164	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5165	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5166	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5167	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5168	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5169	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5170	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5171	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5172	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5173	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5174	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5175	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5176	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5177	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5178	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5179	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5180	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5181	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5182	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1793	5183	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1794	5120	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1794	5121	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1794	5122	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1794	5123	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1794	5124	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1794	5125	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1794	5126	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1794	5127	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1794	5128	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1794	5129	1	28	80	source_plane=1
terrain	empty_terrain_no_floor_context	0	empty terrain tile	1794	5130	1	28	80	source_plane=1
